article_id,db_id,resource_name,access,available,unavailable_message,available_update_date,notes,article_year,citations
925,MBDC0491,HbVar: Hemoglobin Variants ,http://globin.cse.psu.edu/globin/hbvar/,yes,not_applicable,2017,not_applicable,2004,203
926,MBDC0494,HemoPDB: Hematopoiesis Promoter Database,http://bioinformatics.med.ohio-state.edu/HemoPDB,no,can't be reached,not_applicable,not_applicable,2004,9
927,MBDC0413,ArchDB,http://sbi.imim.es/archdb,yes,not_applicable,2014,not_applicable,2004,54
928,MBDC0522,LIFEdb,http://www.dkfz.de/LIFEdb,yes,not_applicable,unknown,not_applicable,2004,33
929,MBDC0586,TcruziDB,http://TcruziDB.org,yes,not_applicable,2017,Honest; We discovered a mistake in the representation of 3'UTR sequences for Tb927 genes and are working to correct the problem. Please refer to TriTrypDB Release 28 when viewing or downloading Tb927 3'UTR sequences. A Tb927 gff file without UTRs is available at Sanger's ftp site.,2004,10
930,MBDC0307,yMGV: yeast Microarray Global Viewer,http://transcriptome.ens.fr/ymgv,no,related generic reseach institution site redirect,not_applicable,not_applicable,2004,6
931,NAR9296,TOPS,http://www.tops.leeds.ac.uk/,no,can't be reached,not_applicable,not_applicable,2004,74
932,MBDC0541,NASCArrays,http://affymetrix.arabidopsis.info,yes,not_applicable,2014,"Access - Archived; files available as FTP, NASC's International Affymetrix Service (CLOSED!) - Ran from 2002 - 2013",2004,275
933,MBDC0104,DIP: Database of Interacting Proteins,http://dip.doe-mbi.ucla.edu,yes,not_applicable,2014,not_applicable,2004,1160
934,NAR9011,ANTIMIC,http://research.i2r.a-star.edu.sg/Templar/DB/ANTIMIC/,no,can't be reached,not_applicable,not_applicable,2004,97
935,MBDC0355,PlantGDB: Genome DataBase,http://www.plantgdb.org/,yes,not_applicable,2012,not_applicable,2004,96
936,NAR9267,SCOR: Structural Classification of RNA,http://scor.lbl.gov,no,can't be reached,not_applicable,not_applicable,2004,66
937,MBDC0403,ACLAME: A CLAssification of Mobile genetic Elements,http://aclame.ulb.ac.be,yes,not_applicable,2009,not_applicable,2004,102
938,MBDC0532,MitoProteome,http://www.mitoproteome.org/,yes,not_applicable,2016,not_applicable,2004,101
939,MBDC0027,Ensembl,http://www.ensembl.org/,yes,not_applicable,2016,not_applicable,2004,136
940,NAR9003,AANT: Amino Acid-Nucleotide Interaction Database,http://aant.icmb.utexas.edu/,no,can't be reached,not_applicable,not_applicable,2004,92
941,MBDC0276,RCSB PDB: Protein Data Bank,http://www.pdb.org,yes,not_applicable,2017,not_applicable,2004,91
942,MBDC0481,CMHD: Centre for Modeling Human Disease,http://www.cmhd.ca/sub/genetrap.asp,yes,not_applicable,unknown,not_applicable,2004,24
943,MBDC0588,TIGR Plant Repeat Database,www.tigr.org/tdb/e2k1/plant.repeats/index.shtml,no,discontinued notice,not_applicable,"Funding; Access - Failure Notes; Honest;The Plant Repeat Database website has been unfunded for many years and therefore we are unable to allocate resources to update the database and maintain the website. Due to this, the Plant Repeat Database website was taken offline on February 8, 2017. Please contact Dr. C. Robin Buell with any questions.",2004,175
944,MBDC0311,TransportDB,http://www.membranetransport.org,yes,not_applicable,unknown,not_applicable,2004,145
945,MBDC0331,MODBASE,http://salilab.org/modbase,yes,not_applicable,2013,not_applicable,2004,170
946,NAR9183,Mouse SAGE: Serial Analysis of Gene Expression,http://mouse.biomed.cas.cz/sage/,no,can't be reached,not_applicable,not_applicable,2004,16
947,MBDC0087,MGD: Mouse Genome Database,http://www.informatics.jax.org,yes,not_applicable,2016,not_applicable,2004,51
948,MBDC0112,KEGG: Kyoto Encyclopedia of Genes and Genomes,http://www.genome.ad.jp/kegg/,yes,not_applicable,2017,not_applicable,2004,1724
949,MBDC0590,topoSNP: topographic mapping of Single Nucleotide Polymorphism,http://gila.bioengr.uic.edu/snp/toposnp,no,can't be reached,not_applicable,not_applicable,2004,67
950,MBDC0436,coliBASE,http://colibase.bham.ac.uk,no,can't be reached,not_applicable,not_applicable,2004,52
951,MBDC0411,Aptamer database,http://aptamer.icmb.utexas.edu,no,can't be reached,not_applicable,not_applicable,2004,129
952,MBDC0001,DDBJ: DNA Data Bank of Japan,http://www.ddbj.nig.ac.jp,yes,not_applicable,2016,not_applicable,2004,59
953,MBDC0561,PIRSF,http://pir.georgetown.edu/pirsf/,no,forbidden,not_applicable,not_applicable,2004,110
954,MBDC0527,MAtDB: MIPS Arabidopsis thaliana Database,http://mips.gsf.de/proj/thal/db,no,not found,not_applicable,not_applicable,2004,78
955,MBDC0585,SMR: SWISS-MODEL Repository,http://swissmodel.expasy.org/repository/,yes,not_applicable,2017,not_applicable,2004,229
956,MBDC0264,DSDBASE,http://www.ncbs.res.in/~faculty/mini/dsdbase/dsdbase.html,no,not found,not_applicable,Disambiguation; maybe DiSulfide DataBASE?,2004,21
957,MBDC0467,Flytrap,http://flytrap.med.yale.edu,no,discontinued notice,not_applicable,"Service Status; Provenance; Access - Transfer/Redirect; The original FlyTrap web database has retired after long service. All internet traffic to the original FlyTrap database now directs here. Below you will find information about the Project and lists of the FlyTrap stocks that are still available from stock centers. If you need more information about the lines or specific FlyTrap images, please contact the Cooley lab with your questions: kathleen.ayers@yale.edu ",2004,85
958,NAR9161,MBDC: Molecular Biology Database Collection,http://nar.oupjournals.org/,no,related generic publisher site redirect,not_applicable,not_applicable,2004,68
959,MBDC0031,DBTBS: Database of Transcription in B. subtilis,http://elmo.ims.u-tokyo.ac.jp/dbtbs/,no,not found,not_applicable,not_applicable,2004,111
960,MBDC0766,SGMD: Soybean Genomics and Microarray Database,http://psi081.ba.ars.usda.gov/SGMD/default.htm,no,can't be reached,not_applicable,not_applicable,2004,35
961,MBDC0498,HOMSTRAD,http://www-cryst.bioc.cam.ac.uk/homstrad/,no,can't be reached,not_applicable,Access - Transfer/Redirect; Access - Failure Notes; redirect to http://tardis.nibio.go.jp/homstrad/ that fails,2004,59
962,MBDC0210,Pfam,http:/www.sanger.ac.uk/Software/Pfam/,no,related generic reseach institution site redirect,not_applicable,Mirror fail; http://pfam.wustl.edu/; http://pfam.jouy.inra.fr/; http://Pfam.cgb.ki.se/ both can't be reached,2004,2193
963,MBDC0389,EMBL-EBI GOA: Gene Ontology Annotation Database,http://www.ebi.ac.uk/GOA,yes,not_applicable,2016,not_applicable,2004,544
964,MBDC0328,GeneDB,http://www.genedb.org/,yes,not_applicable,unknown,not_applicable,2004,178
965,MBDC0410,AppaDB,http://appadb.eb.tuebingen.mpg.de,no,related generic reseach institution site redirect,not_applicable,not_applicable,2004,4
966,MBDC0587,THGS: Transmembrane Helices in Genome Sequences ,http://pranag.physics.iisc.ernet.in/thgs/ ,no,service unavailable,not_applicable,not_applicable,2004,9
967,NAR9259,ROUGE,http://www.kazusa.or.jp/rouge,yes,not_applicable,2006,not_applicable,2004,20
967,MBDC0171,HUGE,http://www.kazusa.or.jp/huge,yes,not_applicable,2008,not_applicable,2004,20
967,NAR9131,HUGEppi,http://www.kazusa.or.jp/huge/ppi,yes,not_applicable,unknown,not_applicable,2004,20
968,MBDC0518,KinG,http://hodgkin.mbu.iisc.ernet.in/~king,no,not found,not_applicable,not_applicable,2004,50
969,MBDC0556,PEDE: Pig Expression Data Explorer,http://pede.dna.affrc.go.jp/,yes,not_applicable,2014,not_applicable,2004,59
970,MBDC0408,APD: Antimicrobial Peptide Database,http://aps.unmc.edu/AP/main.html,yes,not_applicable,2016,not_applicable,2004,369
971,MBDC0576,SCMD: Saccharomyces cerevisiae Morphological Database,http://yeast.gi.k.u-tokyo.ac.jp/,yes,not_applicable,2005,not_applicable,2004,52
972,MBDC0554,Pathbase,http://www.pathbase.net,yes,not_applicable,unknown,not_applicable,2004,36
973,NAR9180,MitoP2,http://ihg.gsf.de/mitop2,no,not found,not_applicable,not_applicable,2004,68
974,MBDC0395,STCDB:  Signal Transduction Classification Database,http://www.techfak.uni-bielefeld.de/~mchen/STCDB,no,not found,not_applicable,not_applicable,2004,5
975,MBDC0440,EMBL-EBI CSA: Catalytic Site Atlas,http://www.ebi.ac.uk/thornton-srv/databases/CSA,yes,not_applicable,2013,not_applicable,2004,444
976,MBDC0446,dictyBase,http://dictybase.org,yes,not_applicable,2016,not_applicable,2004,48
977,MBDC0033,EPD: Eukaryotic Promoter Database,http://www.epd.isb-sib.ch,no,can't be reached,not_applicable,not_applicable,2004,75
978,MBDC0570,RNAiDB,http://www.rnai.org,yes,not_applicable,2007,not_applicable,2004,46
979,MBDC0418,BGI-RIS: Beijing Genomics Institute Rice Information System,http://rise.genomics.org.cn/,yes,not_applicable,2010,not_applicable,2004,79
980,MBDC0428,CCDB: CyberCell Database,http://redpoll.pharmacy.ualberta-ca/CCDB,no,can't be reached,not_applicable,not_applicable,2004,131
981,MBDC0591,DBTSS: DataBase of Transcriptional Start Sites,http://dbtss.hgc.jp,yes,not_applicable,2015,not_applicable,2004,33
982,NAR9199,Nematode.net,www.nematode.net,yes,not_applicable,unknown,not_applicable,2004,71
983,MBDC0162,"ESTHER: ESTerases, alpha-beta Hydrolase Enzymes and Relatives",http://bioweb.ensam.inra.fr/esther,yes,not_applicable,2016,not_applicable,2004,107
984,MBDC0313,TropGENE-DB,http://tropgenedb.cirad.fr,yes,not_applicable,unknown,not_applicable,2004,16
985,NAR9060,EMBL-EBI E-MSD: Macromolecular Structure Database,http://www.ebi.ac.uk/msd/,yes,not_applicable,2016,Access - Transfer/Redirect; redirects to PDB Europe,2004,62
986,MBDC0483,Genolevures,http://cbi.labri.fr/Genolevures/,no,can't be reached,not_applicable,not_applicable,2004,53
987,NAR9063,EMBL-EBI IntAct,http://www.ebi.ac.uk/intact,yes,not_applicable,unknown,not_applicable,2004,490
988,NAR9090,FREP: Functional REPeats,http://facts.gse.riken.go.jp/FREP/,no,can't be reached,not_applicable,not_applicable,2004,3
989,NAR9001,3D-GENOMICS,http://www.sbg.bio.ic.ac.uk/3dgenomics/,no,unrelated site redirect,not_applicable,not_applicable,2004,15
990,NAR9138,IMGT/GeneInfo,http://imgt.cines.fr/GeneInfo,no,can't be reached,not_applicable,not_applicable,2004,23
991,NAR9294,tmRNA Website,http://www.indiana.edu/~tmrna,no,not found,not_applicable,Other; good on to interview…. She's committed to this database,2004,76
992,MBDC0015,GXD: mouse Gene Expression Database,http://www.informatics.jax.org/,yes,not_applicable,2016,not_applicable,2004,46
993,NAR9315,VirGen,http://bioinfo.ernet.in/virgen/virgen.html,no,can't be reached,not_applicable,Link; hftp in abstract - checked PDF,2004,16
994,MBDC0534,MolliGen,http://cbi.labri.fr/outils/molligen/,no,not found,not_applicable,not_applicable,2004,53
995,MBDC0114,MetaCyc,http://MetaCyc.org,yes,not_applicable,2016,not_applicable,2004,192
996,MBDC0445,DEG: Database of Essential Genes,http://tubic.tju.edu.cn/deg/,yes,not_applicable,2016,not_applicable,2004,178
997,NAR9069,EICO: Expression-based Imprint Candidate Organizer,http://fantom2.gsc.riken.jp/EICODB/,no,not found,not_applicable,not_applicable,2004,14
998,MBDC0558,PEPR: Public Expression Profiling Resource,http://microarray.cnmcresearch.org/pgadatatable.asp,yes,not_applicable,2017,not_applicable,2004,37
999,MBDC0177,MEROPS,http://merops.sanger.ac.uk,yes,not_applicable,2017,not_applicable,2004,326
1000,MBDC0072,DB-AT: Database of Apicomplexan Transcriptomes,http://fullmal.ims.u‐tokyo.ac.jp,no,can't be reached,not_applicable,not_applicable,2004,22
1001,MBDC0579,SNP500Cancer,http://snp500cancer.nci.nih.gov/,no,related generic government site redirect,not_applicable,not_applicable,2004,160
1002,NAR9300,trEST,http://www.ch.embnet.org/software/fetch.html,yes,not_applicable,not_applicable,not_applicable,2004,5
1002,NAR9301,trGEN,http://www.ch.embnet.org/software/fetch.html,yes,not_applicable,not_applicable,not_applicable,2004,5
1002,MBDC0312,trome,http://www.ch.embnet.org/software/fetch.html,yes,not_applicable,not_applicable,not_applicable,2004,5
1003,MBDC0485,GermOnline,http://www.germonline.org,yes,not_applicable,2015,not_applicable,2004,20
1005,NAR9023,ASTRAL Compendium,http://astral.stanford.edu/,no,can't be reached,not_applicable,not_applicable,2004,423
1006,NAR9173,microRNA registry,http://www.sanger.ac.uk/Software/Rfam/mirna/,no,related generic reseach institution site redirect,not_applicable,not_applicable,2004,1347
1007,MBDC0073,HGNC Genenames.org,http://www.gene.ucl.ac.uk/cgi-bin/nomenclature/searchgenes.pl,no,can't be reached,not_applicable,not_applicable,2004,97
1008,MBDC0280,ProTherm,http://gibk26.bse.kyutech.ac.jp/jouhou/Protherm/protherm.html,no,can't be reached,not_applicable,not_applicable,2004,149
1009,MBDC0495,HERVd: Human Endogenous RetroViruses database,http://herv.img.cas.cz,yes,not_applicable,unknown,not_applicable,2004,31
1010,MBDC0448,Domlns: DOMain INSertion,http://stash.mrc-lmb.cam.ac.uk/Domlns,no,can't be reached,not_applicable,not_applicable,2004,13
1011,MBDC0544,NEMBASE,http://www.nematodes.org,yes,not_applicable,2010,not_applicable,2004,57
1012,NAR9286,"SURFACE: SUrface Residues and Functions Annotated, Compared and Evaluated",http://cbm.bio.uniroma2.it/surface/,yes,not_applicable,unknown,not_applicable,2004,50
1013,NAR9145,Islander,http://www.indiana.edu/~islander,no,forbidden,not_applicable,not_applicable,2004,79
1014,NAR9262,RTCGD,http://RTCGD.ncifcrf.gov,no,can't be reached,not_applicable,not_applicable,2004,239
1015,NAR9311,UMLS: Unified Medical Language System,http://umlsks.nlm.nih.gov,yes,not_applicable,2017,not_applicable,2004,931
1016,MBDC0526,MaizeGDB,http://www.maizegdb.org/,yes,not_applicable,2017,Disambiguation; diff from ZmDB - see DOCX notes... community database for maize genetics and genomics,2004,104
1017,MBDC0444,DBSubLoc: Database of protein subcellular localization,http://www.bioinfo.tsinghua.edu.cn/dbsubloc.html,no,can't be reached,not_applicable,not_applicable,2004,41
1018,MBDC0128,FLAGdb++,http://genoplanteinfo.infobiogen.fr/FLAGdb/,no,can't be reached,not_applicable,not_applicable,2004,44
1019,MBDC0165,GenProtEC: Genes and proteins of Escherichia coli K-12,http://genprotec.mbl.edu/,no,discontinued notice,not_applicable,"Service Status; Thank you for your interest, this website has been retired.",2004,73
1020,MBDC0357,SGD: Saccharomyces Genome Database,http://www.yeastgenome.org/,yes,not_applicable,2017,not_applicable,2004,194
1021,MBDC0432,CleanEx,http://www.cleanex.isb-sib.ch/,no,can't be reached,not_applicable,not_applicable,2004,26
1022,MBDC0487,GO: Gene Ontology,http://www.geneontology.org/,yes,not_applicable,2016,Indexing - other; name wrong in Scopus title (as onCology not ontology),2004,1760
1023,MBDC0222,GELBANK,http://gelbank.anl.gov,no,can't be reached,not_applicable,not_applicable,2004,31
1024,MBDC0464,EyeSite,http://eyesite.cryst.bbk.ac.uk/,yes,not_applicable,unknown,not_applicable,2004,4
1025,MBDC0051,WormBase,http://www.wormbase.org/,yes,not_applicable,2017,not_applicable,2004,115
1026,MBDC0318,Uniprot: Universal Protein Resource,http://www.uniprot.org,yes,not_applicable,2017,not_applicable,2004,1058
1027,MBDC0550,ORFDB: Open Reading Frame DataBase,http://orf.invitrogen.com/,yes,not_applicable,unknown,not_applicable,2004,13
1028,MBDC0131,GWAS Centeral ,http://hgvbase.cgb.ki.se,no,can't be reached,not_applicable,Provenance; formerly known as HGBASE and predecessor to GWAS Central,2004,58
1029,MBDC0409,ApiEST-DB,http://www.cbil.upenn.edu/paradbsservlet/,no,related generic reseach institution site redirect,not_applicable,not_applicable,2004,24
1030,MBDC0282,SCOP: Structural Classification of Proteins,http://scop.mrc-lmb.cam.ac.uk/scop,yes,not_applicable,2009,not_applicable,2004,696
1031,MBDC0508,EMBL-EBI IntEnz,http://www.ebi.ac.uk/intenz,yes,not_applicable,unknown,not_applicable,2004,93
1032,MBDC0330,GenePaint.org,http://www.genepaint.org,yes,not_applicable,2016,not_applicable,2004,289
1033,MBDC0314,TrSDB: TranScout Database,http://ibb.uab.es/trsdb,yes,not_applicable,2004,not_applicable,2004,11
1034,MBDC0215,PROSITE,http://www.expasy.org/prosite/,yes,not_applicable,2017,not_applicable,2004,302
1035,MBDC0116,RegulonDB,http://www.cifn.unam.mx/Computationalology/regulondb/,no,not found,not_applicable,not_applicable,2004,179
1036,MBDC0460,ERGDB: Estrogen Responsive Genes Database,http://sdmc.i2r.a-star.edu.sg/ergdb/cgi-bin/explore.pl,no,can't be reached,not_applicable,not_applicable,2004,63
1037,NAR9058,EASED: Extended Alternatively Spliced EST Database,http://eased.bioinf.mdc-berlin.de/,no,can't be reached,not_applicable,not_applicable,2004,43
1038,MBDC0285,SUPERFAMILY,http://supfam.org,yes,not_applicable,unknown,not_applicable,2004,168
1039,MBDC0572,RPD: Rice Proteome Database,http://gene64.dna.affrc.go.jp/RPD/,no,service unavailable,not_applicable,not_applicable,2004,60
1040,MBDC0569,Rice PIPELINE,http://cdna01.dna.affrc.go.jp/PIPE/,no,service unavailable,not_applicable,not_applicable,2004,34
1041,MBDC0493,Hembase,http://hembase.niddk.nih.gov,yes,not_applicable,unknown,not_applicable,2004,12
1042,MBDC0425,CADRE: Central Aspergillus Data Repository,http://www.cadre.man.ac.uk,no,can't be reached,not_applicable,not_applicable,2004,52
1043,MBDC0516,JASPAR,http://jaspar.cgb.ki.se,yes,not_applicable,2016,not_applicable,2004,848
1044,NAR9306,UCSC Table Browser,http://genome.ucsc.edu/cgi-bin/hgText,no,not found,not_applicable,not_applicable,2004,692
1045,MBDC0357,SGD: Saccharomyces Genome Database,http://www.yeastgenome.org/,yes,not_applicable,2017,not_applicable,2005,32
1046,MBDC0108,EcoCyc,http://EcoCyc.org/,yes,not_applicable,2016,not_applicable,2005,471
1047,MBDC0669,FESD: Functional Element SNPs Database,http://combio.kribb.re.kr/ksnp/resd/,no,can't be reached,not_applicable,not_applicable,2005,27
1048,MBDC0662,Diatom EST: Expressed Sequence Tag Database,http://avesthagen.sznbowler.com,no,can't be reached,not_applicable,not_applicable,2005,59
1049,MBDC0143,OMIM: Online Mendelian Inheritance in Man,http://www.ncbi.nlm.nih.gov/omim/,yes,not_applicable,unknown,not_applicable,2005,966
1050,MBDC0217,SBASE,http://www.icgeb.trieste.it/sbase,yes,not_applicable,2006,not_applicable,2005,22
1051,NAR9002,5_SAGE,http://5sage.gi.k.u-tokyo.ac.jp/,no,can't be reached,not_applicable,not_applicable,2005,13
1052,MBDC0638,AtNoPDB: Arabidopsis Nucleolar Protein DataBase,http://bioinf.scri.sari.ac.uk/cgi-bin/atnopdb/home,yes,not_applicable,unknown,not_applicable,2005,51
